Content_Song,Sequential Airtime,Song Title,Artist Name,Album Name,Label Name,Release Year,Language
"Etho Mazhayil,
Prince George,
Vijay Superum Pournamiyum,
Goodwill Entertainments,2019",21:00:00-21:00:08,Etho Mazhayil,Prince George,Vijay Superum Pournamiyum,Goodwill Entertainments,2019,Malayalam
"EdaKochi Ishq,
Justin Varghese,
Shikha Prabhakaran&Suhail Koya,
Daveed,
Think Music,2025",21:02:13-21:05:34,EdaKochi Ishq,"Justin Varghese, Shikha Prabhakaran&Suhail Koya",Daveed,Think Music,2025,Malayalam
"Chithirathira,
Vijay Yesudas,
Charlie,
Muzik247,2015",21:05:37-21:08:09,Chithirathira,Vijay Yesudas,Charlie,Muzik247,2015,Malayalam
"KAdhayile Raajakumaariyum,
Berny-Ignatius,
Kalyaana Raman,
Satyam Audios,2002",21:10:11-21:13:06,KAdhayile Raajakumaariyum,Berny-Ignatius,Kalyaana Raman,Satyam Audios,2002,Malayalam
"Mandaarame,
Job Kurian & Shaan Rahman,
Ohm Shanthi Oshaana,
Think Music, 2024",21:15:02-21:18:09,Mandaarame,Job Kurian & Shaan Rahman,Ohm Shanthi Oshaana,Think Music,2024,Malayalam
"Yedi,
G V Prakash Kumar, Vivek, Dhanush & Jonita Gandhi,
Nilavuku En Mel EnnAdi Kobam,
Wunderbar Films, 2024",21:19:40-21:22:42,Yedi,"G V Prakash Kumar, Vivek, Dhanush & Jonita Gandhi",Nilavuku En Mel EnnAdi Kobam,Wunderbar Films,2024,Malayalam
"MAdhu Pakaroo,
Devu Khan Manganiyar & Vineeth Sreenivasan,
Varshanglkku Shesham,
Think Music, 2024",21:22:46-21:26:14,MAdhu Pakaroo,Devu Khan Manganiyar & Vineeth Sreenivasan,Varshanglkku Shesham,Think Music,2024,Malayalam
"Kolussu Thenni Thenni,
Shreya Ghoshal, Tippu & Yazi Nizar,
Cousins,
East Cost Audio Entertainments, 2002",21:28:05-21:30:14,Kolussu Thenni Thenni,"Shreya Ghoshal, Tippu & Yazi Nizar",Cousins,East Coast Audio Entertainments,2002,Malayalam
"Dil Mein Ho Tum,Armaan Malik,Blockbuster Love Tracks,T-Series,2018",21:30:18-21:32:59,Dil Mein Ho Tum,Armaan Malik,Blockbuster Love Tracks,T-Series,2018,Hindi
"Phir Zinda,Deepak Dev,Anand Bhaskar & Tanishk Nabar,L2:Empuran,AashirvAd Cinemas,2025",21:34:34-21:37:13,Phir Zinda,"Deepak Dev, Anand Bhaskar & Tanishk Nabar",L2:Empuran,Aashirvad Cinemas,2025,Hindi
"Chiri Chiriyo,Deepak Dev & K.J. Yesudas,Chronic Bachelor,Satyam Audios,1995",21:37:17-21:40:12,Chiri Chiriyo,Deepak Dev & K.J. Yesudas,Chronic Bachelor,Satyam Audios,1995,Malayalam
"Vishukili,
K.S.Chithra&Sharreth,
Ivan Megharoopan,
Universal Music India Pvt Ltd.,
2012",21:43:13-20:46:19,Vishukili,K.S.Chithra&Sharreth,Ivan Megharoopan,Universal Music India Pvt Ltd.,2012,Malayalam
"Thai Thakka Kalyanam,
Kapil Kapilan,Aparna,Sam C.S.&Elan,
MAdraskaaran,
Saregama India Ltd,
2024",21:47:32-21:50:22,Thai Thakka Kalyanam,"Kapil Kapilan, Aparna, Sam C.S.&Elan",MAdraskaaran,Saregama India Ltd,2024,Malayalam
"Hey Penne,
Nandhagopan V,Adithya RK&
Vinayak Sasikumar,
Haal,
Think Music,
2025",21:52:41-21:56:39,Hey Penne,"Nandhagopan V, Adithya RK&
Vinayak Sasikumar",Haal,Think Music,2025,Malayalam
"Jaan Hai Meri,
Amaal Mallik&Armaan Malik,
RAdhe Shyam,
T-Series,
2022",21:56:44-21:59:42,Jaan Hai Meri,Amaal Mallik&Armaan Malik,RAdhe Shyam,T-Series,2022,Hindi
"Mazhayodu,
Prasanth Prabhakar & Sithara Krishnakumar,
18am PAdi,
Goodwill Entertainments,2019",22:01:38-22:05:04,Mazhayodu,Prasanth Prabhakar & Sithara Krishnakumar,18am PAdi,Goodwill Entertainments,2019,Malayalam
"Chand Sitare,
Kumar Sanu,
Kaho Naa Pyaar Hai,
Saregama,1999",22:05:08-22:10:57,Chand Sitare,Kumar Sanu,Kaho Naa Pyaar Hai,Saregama,1999,Hindi
"Pinnenthe  Enthe Mulle,
Ousephachan & K.S.Harisankar,
Ellam Sheriyakum,
Satyam Audios,2021",22:10:57-22:15:22,Pinnenthe  Enthe Mulle,Ousephachan & K.S.Harisankar,Ellam Sheriyakum,Satyam Audios,2021,Malayalam
"Urugudhe Maragudhe,
G.V.Prakash Kumar,Shreya Ghoshal & 
Shankar mahAdevan,
Veyil,
Divo Tv Private Limited,2006",22:16:04-22:21:46,Urugudhe Maragudhe,"G.V.Prakash Kumar, Shreya Ghoshal & 
Shankar mahAdevan",Veyil,Divo TV Pvt Ltd,2006,Malayalam
"Neeyilla Neram,
Sooraj S.Kurup,
Luca,Muzik247,2019",22:21:48-22:25:12,Neeyilla Neram,Sooraj S.Kurup,Luca,Muzik247,2019,Malayalam
"Ek Sanam Chahiye Aashiqui Ke Liye,
Kumar Sanu,
Dheere Dheere Se,T-Series,1989",22:25:16-22:30:18,Ek Sanam Chahiye Aashiqui Ke Liye,Kumar Sanu,Dheere Dheere Se,T-Series,1989,Hindi
"Anuraghathin Velayil,
Shaan Rahman & Vineeth sreenivasan,
Thattathin Marayathu,
Satyam audios,2012",22:30:20-22:33:56,Anuraghathin Velayil,Shaan Rahman & Vineeth sreenivasan,Thattathin Marayathu,Satyam audios,2012,Malayalam
"KAdhaippoma,
Leon James & Sid Sriram,
Oh My KAdavule,
Sony Music Entertainment India Pvt.Ltd,2020",22:34:46-22:38:55,KAdhaippoma,Leon James & Sid Sriram,Oh My KAdavule,Sony Music Entertainment India Pvt.Ltd,2020,Malayalam
"Nain Na Jodeen,
Ayushmann Khurrana,Neha Kakkar & 
Rochak Kohli,
Guitar Cafe-Ayushmann Khurrana,
T-Series,2018",22:38:57-22:43:01,Nain Na Jodeen,"Ayushmann Khurrana, Neha Kakkar & 
Rochak Kohli",Guitar Cafe-Ayushmann Khurrana,T-Series,2018,Hindi
"Enikku PaAdanoru,
M.Jayachandran & Sainoj,
Iver Vivahitharayal,
Satyam Audios,2008",22:43:04-22:46:34,Enikku PaAdanoru,M.Jayachandran & Sainoj,Iver Vivahitharayal,Satyam Audios,2008,Malayalam
"Anthimaalai Neram,
Sid Sriram & Justin Prabhakaran,
Monster,
Sony Music Entertainment India Pvt.Ltd,2019",22:46:37-22:50:15,Anthimaalai Neram,Sid Sriram & Justin Prabhakaran,Monster,Sony Music Entertainment India Pvt.Ltd,2019,Malayalam
"Kannum Kannum,
Vineeth Sreenivasan & Akhila Anand,
VikAdakumaran,
Millennium Audios,2018",22:50:18-22:54:35,Kannum Kannum,Vineeth Sreenivasan & Akhila Anand,VikAdakumaran,Millennium Audios,2018,Malayalam
"Kuch Kuch Hota Hai,
Jatin-Lalit,Udit Narayan & Alka Yagnik,
Kuch Kuch Hota Hai,
Sony Music Entertainment India Pvt.Ltd,
1998",22:54:38-22:58:47,Kuch Kuch Hota Hai,"Jatin-Lalit, Udit Narayan & Alka Yagnik",Kuch Kuch Hota Hai,Sony Music Entertainment India Pvt.Ltd,1998,Hindi
"Mayangipoyee,
M.Jayachandran & NishAd,
Nottam,
Satyam Audios,2005",22:58:50-23:02:46,Mayangipoyee,M.Jayachandran & NishAd,Nottam,Satyam Audios,2005,Malayalam
"Mazhayulla Ratriyil,
Vidhu Prathap & Sujatha Mohan,
KAdha,2002",23:04:41-23:08:49,Mazhayulla Ratriyil,Vidhu Prathap & Sujatha Mohan,,KAdha,2002,Malayalam
"Suraj Hua Maddham,
Silent Ocean,Mav,Sandesh Shandilya,
Sonu Nigam & Alka Yagnik,
Kabhi Khushi Kabhie Gham,
Sony Music Entertainment India Pvt.Ltd,2001",23:08:55-23:15:10,Suraj Hua Maddham,"Silent Ocean, Mav, Sandesh Shandilya, Sonu Nigam & Alka Yagnik",Kabhi Khushi Kabhie Gham,Sony Music Entertainment India Pvt.Ltd,2001,Hindi
"Eadanin,
Prakash Alex & Sanah Moidutty,
Varayan,
Satyam Audios,2020",23:15:13-23:18:25,Eadanin,Prakash Alex & Sanah Moidutty,Varayan,Satyam Audios,2020,Malayalam
"Sollitaley Ava Kaadhala,
D.Imman,K.G.Ranjith  & Shreya Ghoshal,
Kumki,
Sony Music Entertainment India Pvt.Ltd,2012",23:18:27-23:22:55,Sollitaley Ava Kaadhala,"D.Imman, K.G.Ranjith  & Shreya Ghoshal",Kumki,Sony Music Entertainment India Pvt.Ltd,2012,Malayalam
"Mukkathe Penne,
Gopi Sundar & Mohammed Maqbool Mansoor,
Ennu Ninte Moideen,
Satyam Audios,2015",23:23:38-23:27:23,Mukkathe Penne,Gopi Sundar & Mohammed Maqbool Mansoor,Ennu Ninte Moideen,Satyam Audios,2015,Malayalam
"Jis Raat Ke Khwab Aaye,
Mohd.Rafi,
The Last Journey of Mohammed Rafi,
Navras Records,
1998",23:27:25-23:32:12,Jis Raat Ke Khwab Aaye,Mohd.Rafi,The Last Journey of Mohammed Rafi,Navras Records,1998,Hindi
"Paathira Pullunarnnu,
Johnson & K.J.Yesudas,
Ee Puzhayum KAdannu,
Satyam Audios,2003",23:32:16-23:36:07,Paathira Pullunarnnu,Johnson & K.J.Yesudas,Ee Puzhayum KAdannu,Satyam Audios,2003,Malayalam
"Azhagaai Pookkuthey,
Janaki Iyer,Vijay Antony & V.V.Prassanna,
Ninaithale Inikkum,
Sony Music Entertainment India Pvt.Ltd,2009",23:36:10-23:40:27,Azhagaai Pookkuthey,"Janaki Iyer, Vijay Antony & V.V.Prassanna",Ninaithale Inikkum,Sony Music Entertainment India Pvt.Ltd,2009,Malayalam
"Premikkumbol,
P.Jayachandran & Neha Nair,
Salt & Pepper,
Manorama Music,2011",23:40:29-23:43:23,Premikkumbol,P.Jayachandran & Neha Nair,Salt & Pepper,Manorama Music,2011,Malayalam
"Jaadui,
Jubin Nautiyal,Tu Jhoothi Main Makkaar,
T-series,2023",23:44:12-23:47:32,Jaadui,Jubin Nautiyal,Tu Jhoothi Main Makkaar,T-series,2023,Hindi
"Marannuvo Poomakale,
M.Jayachandran & K.J.Yesudas,
Chakkaramuthu,
Speed Audio,2005",23:47:35-23:51:16,Marannuvo Poomakale,M.Jayachandran & K.J.Yesudas,Chakkaramuthu,Speed Audio,2005,Malayalam
"Iyengaaru Veetu,
Harris Jayaraj,Hariharan & Harini,
Anniyan,
Divo Tv Private Limited,2005",23:51:19-23:55:45,Iyengaaru Veetu,"Harris Jayaraj, Hariharan & Harini",Anniyan,Divo TV Pvt Ltd,2005,Malayalam
"Karimizhi,
Vidyasagar,V.Devanand & Sujatha,
MeesamAdhavan,
Satyam Audios,2002",23:55:48-24:00:00,Karimizhi,"Vidyasagar, V.Devanand & Sujatha",MeesamAdhavan,Satyam Audios,2002,Malayalam
